name,product,offer,is_celeb,celeb_name,source_v2,spend,cpa,spend_30,n_ad_ids,date_created,first_spend,crossed_date,days_to_winner,age_weeks,bucket,active,unicorn,spend_w1,spend_w2,spend_w3,spend_w4,velocity,launch_month
"Dan Intro Bundle - Narrative | Hook V2 | Vitals⁺ + Magnesium⁺ + Sleep Mask | Hi-fi | Video | Narrative, Discount | Problem/Benefit - Sleep, Problem/Benefit - Energy | Ready to Buy | Brightshift | Intro Bundle LP25.25",Vitals,True,False,,Brightshift,37142,63,11982,7,2026-01-06,2026-01-06,2026-01-10,4,20,Ageing,True,True,5367,2184,2591,1372,3.99,Jan 2026
"Rylan - Launch Assets | Ultimate sceptic - Hook 3 - Long | Vitals⁺ | Hi-fi | Video | Podcast | Problem/Benefit - Energy, Busy lives, Scepticism | Problem Aware, Solution Aware | Brightshift | Energy LP 25.25",Vitals,False,True,Rylan,Celeb,7658,76,3770,1,2025-12-23,2025-12-26,2026-01-07,12,22,Ageing,True,False,2303,765,393,309,1.26,Dec 2025
"Jake Humphrey Ambassador | Wall Scroll - V2 | Vitals⁺ | Hi-fi | Video | 10-20s | Loop |  | Personal Problem/Benefit - Focus, Industry problem - Raise your standards | Solution Aware | Heights | Energy LP |  | Delivery #19.25",Vitals,False,True,Jake Humphrey,Celeb,15370,94,5729,6,2025-09-30,2025-10-01,2025-10-13,12,34,Ageing,True,False,1044,2255,1733,353,1.91,Oct 2025
"Spencer Matthews Ambassador Podcast | Greatness Hook 3 | Biotic⁺ | Hi-fi | Video | 45s-1m | Podcast, Broll | | - Muscle recovery, Personal Problem/Benefit - Performance, ""You, on a great day"", Personal Problem/Benefit - Poo, Personal Problem/Benefit - Gut health, USP -Bacteria survivability | Solution Aware | Brightshift | Spencer Biotic LP |  | Delivery #18.25",Biotic,False,True,Spencer Matthews,Celeb,21986,112,13229,9,2025-09-18,2025-09-20,2025-09-22,2,36,Ageing,True,True,3399,4746,3068,2017,13.23,Sep 2025
"Don’t let your gut control your life | v1 | Biotic⁺ | Static | Static | Split screen, Calendar, Notes app | Shock | Problem/Benefit - Gut health, Take control | Solution Chaser | SC - Balanced gut = improved confidence | Problem Aware | Heights Internal, Freelancer/Contractor | PDP | 2.26",Biotic,False,False,,Internal,3982,166,1606,8,2026-02-03,2026-03-04,2026-03-20,16,12,Ageing,True,False,336,404,719,0,1.61,Mar 2026
Rylan - Wellness confessionals | Pippa - Hook 2 | Vitals⁺ | Hi-fi | Video | Skit | Funny | Supplement overwhelm | Solution Aware | Brightshift | Supplement overwhelm LP25.25,Vitals,False,True,Rylan,Celeb,15755,79,6489,11,2026-01-06,2026-01-06,2026-01-13,7,20,Ageing,False,False,2945,1348,1377,741,2.16,Jan 2026
"Compliant gut issues | Bloating rant | Biotic⁺ | Lo-fi | Video | 45s-1m | Talking to camera | Funny, Educational | Personal Problem/Benefit - Gut health | Problem Aware | Heights | PDP |  | Delivery #18.25",Biotic,False,False,,Internal,10271,145,5458,15,2025-09-16,2025-09-17,2025-09-23,6,36,Ageing,True,True,1043,1677,2141,538,5.46,Sep 2025
2604-120-02_pd:biotic_per:founderhp_ps:skeptic_v:podcast_h:challenge_ac:brandhandle_f:video_off:no_cg:male_ca:30-40_s:brightshift_ct:newconcept_sp:b-03,Biotic,False,False,,Brightshift,2173,241,2129,2,2026-04-10,2026-04-10,2026-04-24,14,7,Prime,True,False,19,692,1416,3,2.13,Apr 2026
"Image | Hambi | CM2 | ITERATION: Iteration_[01/01]_[Intro Bundle]_[Twitter Thread]  | Problem Aware | Iterations | Framework | Angle Test,Bundle/Offer | 3",Bundle,True,False,,Hambi,7647,76,4687,2,2026-01-20,2026-01-20,2026-02-08,19,18,Ageing,False,False,1019,977,1388,1249,1.56,Jan 2026
2605-376-13_pd:biotic_per:healthoptimiser_jtbd:gutcontrol_ps:brainfog_v:celebrity_h:statement_ac:brandhandle_ac:partershipads_ed:sam_cn:benshephard_f:video_off:no_cg:male_ca:50-60_s:internal_ct:newconcept_sp:b-05,Biotic,False,True,,Celeb,1797,128,1797,1,2026-05-15,2026-05-16,2026-05-28,12,2,Fresh,True,False,430,1077,290,0,1.8,May 2026
"Rylan - Launch Assets | Groggy to grinning - Hook 4 - Long | Vitals⁺ | Hi-fi | Video | Podcast | Problem/Benefit - Energy, Busy lives | Problem Aware, Solution Aware | Brightshift | Energy LP 25.25",Vitals,False,True,Rylan,Celeb,11612,88,7535,11,2025-12-23,2025-12-26,2026-01-01,6,22,Ageing,False,False,3021,3646,511,278,2.51,Dec 2025
2604-217-03_pd:biotic_per:healthoptimiser_jtbd:cantfocus_ps:focus_v:celebrity_h:statement_ac:brandhandle_ac:partershipads_ed:sam_cn:benshephard_f:video_off:no_cg:male_ca:50-60_s:internal_ct:iteration_sp:b-04,Biotic,False,True,,Celeb,1545,221,1545,1,2026-05-01,2026-05-01,2026-05-11,10,4,Fresh,False,False,148,1318,79,0,1.54,May 2026
2604-178-09_pd:biotic_per:healthoptimiser_jtbd:gutcontrol_ps:nutrigap_v:reactionvideo_h:statement_ac:brandhandle_ed:sam_cn:jakehumphrey_f:video_off:no_cg:male_ca:30-40_s:internal_ct:iteration_sp:b-04,Biotic,False,True,,Celeb,1544,386,1544,1,2026-05-01,2026-05-01,2026-05-05,4,4,Fresh,False,False,1544,0,0,0,1.54,May 2026
Video | Hambi | CM2 | UGC NET NEW: [C9]_[Vitals]_[Busy Mum 3 month timeline ] - Josie | Solution Aware | UGC | Easy Impact | Menopause Pain-point Stacking | 4,Vitals,False,False,,Hambi,7231,100,5715,3,2025-12-24,2025-12-28,2026-01-08,11,22,Ageing,False,False,1976,1694,1328,717,1.9,Dec 2025
"Street Voxpop - Biotic - Dan Pitching Mashup - Non-Customer | Hook 1 | Biotic⁺ | Hi-fi | Video | Voxpop, Mashup | Education | Product Pitch | Problem Aware | YSC | PDP
25.25",Biotic,False,False,,Internal,7543,171,1075,8,2026-01-02,2026-01-02,2026-01-31,29,21,Ageing,False,False,50,0,4,608,1.07,Jan 2026
Paid whitelisting | Laura Unsworth | Biotic⁺ | Lo-fi | Video | MOFU | 5.26,Biotic,False,False,,Influencer,2114,141,1015,4,2026-03-20,2026-03-20,2026-04-17,28,10,Prime,True,False,575,6,169,224,1.01,Mar 2026
2604-242-02_pd:biotic_per:ibssufferer_jtbd:gutcontrol_ps:toilet_v:animation_h:confession_ac:brandhandle_f:video_off:no_s:brightshift_ct:iteration_sp:b-04,Biotic,False,False,,Brightshift,1475,147,1475,1,2026-05-15,2026-05-16,2026-05-20,4,2,Fresh,False,False,1475,0,0,0,1.47,May 2026
2603-040-07_pd:biotic_per:supplementskeptic_v:beforeandafter_h:scrollstop_ac:brandhandle_ed:sam_f:video_off:no_cg:male_ca:30-40_s:internal_ct:iteration_sp:b-06,Biotic,False,False,,Internal,2257,564,2257,1,2026-03-27,2026-03-28,2026-04-07,10,9,Prime,False,False,824,1159,274,0,2.26,Mar 2026
2604-267-03_pd:biotic_per:ibssufferer_jtbd:nothingworks_v:rant_h:confession_ac:brandhandle_cn:julz_f:video_off:yes_cg:female_ca:30-40_s:brightshift_ct:newconcept_sp:b-04,Biotic,False,False,,Brightshift,1430,286,1430,1,2026-04-28,2026-04-28,2026-05-09,11,4,Fresh,False,False,390,1040,0,0,1.43,Apr 2026
2604-251-04_pd:biotic_per:ibssufferer_jtbd:gutcontrol_ps:foodenemy_v:meme_h:relatability_ac:brandhandle_ed:aimee_f:static_off:no_s:internal_ct:iteration_sp:b-04,Biotic,False,False,,Internal,1400,1400,1400,1,2026-04-28,2026-04-28,2026-05-06,8,4,Fresh,False,False,574,826,0,0,1.4,Apr 2026
"Matt Willis - Biotic - Second Brain 50s Version  Hook 2 | Hook 2 | Biotic⁺ | Hi-fi | Video | Talking to Camera | Personal story | Gut health | Health Optimiser | HO - Health starts in the gut | Problem aware, Solution aware | Heights Internal | A/B test | 3.26",Biotic,False,True,Matt Willis,Celeb,5903,174,2707,9,2026-02-17,2026-02-17,2026-02-21,4,14,Ageing,True,False,1299,934,394,80,2.71,Feb 2026
2605-409-04_pd:biotic_per:supplementskeptic_jtbd:gutcontrol_ps:supchoas_v:celebrity_h:scrollstop_ac:brandhandle_ac:partershipads_ed:adam_cn:mattwillis_f:video_off:no_cg:male_ca:30-40_s:internal_ct:iteration_sp:b-06m,Biotic,False,True,,Celeb,1233,308,1233,2,2026-05-23,2026-05-23,2026-05-31,8,1,Fresh,True,False,165,1069,0,0,1.23,May 2026
2605-328-11_pd:biotic_per:ibssufferer_jtbd:gutcontrol_ps:gutanx_v:offerfirstbanner_h:scrollstop_ac:brandhandle_ed:aimee_f:static_off:yes_na_s:internal_ct:newconcept_sp:b-05,Biotic,True,False,,Internal,1226,123,1226,1,2026-05-11,2026-05-12,2026-05-23,11,2,Fresh,False,False,5,1222,0,0,1.23,May 2026
2604-120-11_pd:biotic_per:founderhp_ps:skeptic_v:podcast_h:challenge_ac:brandhandle_f:video_off:no_cg:male_ca:30-40_s:brightshift_ct:newconcept_sp:b-03,Biotic,False,False,,Brightshift,1175,392,1175,1,2026-04-10,2026-04-10,2026-04-16,6,7,Prime,False,False,1124,50,0,0,1.17,Apr 2026
2604-242-03_pd:biotic_per:ibssufferer_jtbd:gutcontrol_ps:toilet_v:animation_h:scrollstop_ac:brandhandle_f:video_off:no_s:brightshift_ct:iteration_sp:b-04,Biotic,False,False,,Brightshift,1155,231,1155,1,2026-05-15,2026-05-15,2026-05-17,2,2,Fresh,False,False,1155,0,0,0,1.16,May 2026
"Dan Podcast - Biotic - Everything Running Smoothly | Hook 2 | Biotic⁺ | Hi-fi | Video | Talking to Camera | Education | Science, Problem/Benefit - Gut health | Problem Unaware | Heights Internal | PDP 25.25",Biotic,False,False,,Internal,3198,139,1177,8,2025-12-22,2025-12-26,2026-01-03,8,22,Ageing,True,False,797,380,0,0,1.18,Dec 2025
Video | HM | CM2 | HP NET NEW: [C1]_[Vitals]_[Agree to Disagree Multivitamin Myth Busting] | Problem Aware | HP | Framework | Myth Busting Multivitamin Industry | 4,Vitals,False,False,,Hambi,11821,106,4263,13,2025-11-22,2025-11-22,2025-12-15,23,27,Ageing,True,False,1209,0,1048,1643,1.42,Nov 2025
2603-058-07_pd:biotic_per:ibssufferer_jtbd:gutcontrol_ps:toilet_v:stopmotion_h:scrollstop_ac:brandhandle_f:video_off:no_na_s:brightshift_ct:newconcept_sp:b-06,Biotic,False,False,,Brightshift,1301,260,1301,1,2026-03-27,2026-03-28,2026-04-21,24,9,Prime,False,False,158,144,281,718,1.3,Mar 2026
"Carol x Dan Podcast,  Biotic “Convince me” | Hook 1 | Biotic⁺ | Hi-fi | Video | Podcast | Solution Chaser | HO - Science over hype | Freelancer/Contractor, Heights Internal | 3.26",Biotic,False,True,Carol X Dan,Celeb,5288,230,3931,5,2026-02-20,2026-02-20,2026-02-22,2,14,Ageing,False,False,3226,706,0,0,3.93,Feb 2026
2604-268-05_pd:biotic_per:healthoptimiser_jtbd:gutcontrol_ps:toilet_v:celebrity_h:confession_ac:brandhandle_ac:partershipads_ed:sam_cn:spencermatthews_f:video_off:no_cg:male_ca:30-40_s:internal_ct:iteration_sp:b-04,Biotic,False,True,,Celeb,1060,133,1060,1,2026-05-01,2026-05-01,2026-05-13,12,4,Fresh,False,False,588,473,0,0,1.06,May 2026
"Spencer Matthews Ambassador Podcast | Fatherhood Hook 1 | Vitals⁺ | Hi-fi | Video | 45s-1m | Podcast, Broll | Personal story, Inspirational, Funny | Personal Problem/Benefit - Sleep, Personal Problem/Benefit - Focus, ution Aware | Brightshift | Spencer Vitals LP |  | Delivery #18.25",Vitals,False,True,Spencer Matthews,Celeb,32776,90,10253,8,2025-09-18,2025-09-19,2025-09-25,6,36,Ageing,False,True,3401,2241,2204,2018,3.42,Sep 2025
"Notes app bundle offer | Bullet points | Vitals + Magnesium⁺ + Sleep Mask | Lo-fi | Static |  | Product imagery, Text focus, Ugly ad, Notes app, Discount |  | Personal Problem/Benefit -  Sleep & energy | BOFU | Heights | Intro bundle LP |  | Delivery #11.25",Vitals,True,False,,Internal,83844,86,14721,5,2025-06-17,2025-06-17,2025-06-23,6,49,Ageing,True,True,3128,4907,3667,2326,4.91,Jun 2025
Video | Hambi | CM5 | HP NET NEW: [C5]_[Sleep & Energy Bundle]_[Founder Offer Variation] | Product Aware | HP | Framework | Bundle/Offer | 3 | v2,Bundle,True,False,,Hambi,3835,132,3349,2,2026-03-09,2026-03-09,2026-04-04,26,11,Ageing,False,False,929,1424,0,818,1.12,Mar 2026
"Spencer Matthews Ambassador Podcast | Greatness Hook 1 | Vitals⁺ | Hi-fi | Video | 45s-1m | Podcast, Broll | Personal story, Inspirational, Funny | Personal Problem/Benefit - Sleep, Personal Problem/Benefit - Focus, Personal Problem/Benefit - Muscle recovery, Personal Problem/Benefit - Performance, ""You, on a great day"" | Solution Aware | Brightshift | Spencer Vitals LP |  | Delivery #18.25",Vitals,False,True,Spencer Matthews,Celeb,46105,82,16045,12,2025-09-18,2025-09-19,2025-09-29,10,36,Ageing,True,True,816,5620,5482,3317,5.35,Sep 2025
"Spencer Matthews Ambassador Podcast | Fatherhood Hook 2 | Vitals⁺ | Hi-fi | Video | 45s-1m | Podcast, Broll | Personal story, Inspirational, Funny | Personal Problem/Benefit - Sleep, Personal Problem/Benefit - Focus, Personal Problem/Benefit - Performance, Personal problem - Parenting, Personal Problem/Benefit |  | Delivery #18.25",Vitals,False,True,Spencer Matthews,Celeb,14411,79,4431,7,2025-09-18,2025-09-19,2025-10-07,18,36,Ageing,True,False,1672,728,1403,486,1.48,Sep 2025
"Dan Intro Bundle - Sign Based Ads | Hook v3 | Vitals⁺ + Magnesium⁺ + Sleep Mask | Hi-fi | Video | Sign, Discount | Problem/Benefit - Sleep, Problem/Benefit - Energy | Ready to Buy | Brightshift | Intro Bundle LP25.25",Vitals,True,False,,Brightshift,9221,68,4989,6,2026-01-06,2026-01-06,2026-01-14,8,20,Ageing,True,False,2519,1382,409,409,1.66,Jan 2026
"Compliant gut issues | Gut heavy - tied to the toilet | Biotic⁺ | Hi-fi | Video | 10-20s | Animation, Comparison | Funny | Personal Problem/Benefit - Gut health, Personal Problem/Benefit - Poo, Take control | Problem Aware | Heights | PDP |  | Delivery #18.25",Biotic,False,False,,Internal,3002,125,1498,7,2025-09-16,2025-09-17,2025-09-29,12,36,Ageing,False,False,675,551,272,0,1.5,Sep 2025
"Cost comparison | Takeaway | Vitals⁺ | Static | Static |  | Product imagery, Comparison |  | Price positioning | Product Aware | Heights - Adam | Energy LP |  | Delivery #24.25",Vitals,False,False,,Internal,7510,88,5217,2,2025-12-04,2025-12-11,2026-01-04,24,24,Ageing,False,False,549,611,500,3263,1.74,Dec 2025
Video | HM | CM2 | UGC NET NEW: [C6]_[Vitals]_[TT Spencer Mathews Reaction] - Actor 45 yr man | Problem Aware | UGC | Framework | Daily Energy/Fatigue - Dads | 4,Vitals,False,False,,Hambi,27077,97,6176,9,2025-11-21,2025-11-22,2025-12-11,19,27,Ageing,True,False,1036,1165,1060,2271,2.06,Nov 2025
Image | Hambi | CM2 | DESIGN NET NEW: [C4]_[Vitals]_[We’re Sorry] | Problem Aware | Design | Framework | Angle Test | 4 | V1,Vitals,False,False,,Hambi,22900,69,14939,9,2025-12-29,2025-12-29,2026-01-03,5,21,Ageing,False,True,4587,5506,2034,1938,4.98,Dec 2025
"Dan UGC Vitals Intro Bundle Hook 4 | Vitals⁺ + Magnesium⁺ + Sleep Mask | Lo-fi | Video | UGC, Lo-fi, Ambassador | Heights Internal | Intro Bundle LP | 4.26",Vitals,True,False,,Internal,3740,107,3637,4,2026-03-17,2026-03-17,2026-04-04,18,10,Prime,True,False,960,1285,1282,110,1.21,Mar 2026
Image | Hambi |  | ITERATION: Iteration_[01/10]_[Sleep & Energy Starter Kit]_[Bundle Static]  | Product Aware | Iterations | Framework | Social Proof | 5 | V3,Bundle,True,False,,Hambi,73350,69,17851,12,2025-10-30,2025-10-30,2025-11-07,8,30,Ageing,True,True,2054,4444,4915,5268,5.95,Oct 2025
Video | Hambi | CM4 | ITERATION: Iteration_[02/10]_[Vitals]_[Jake Humphrey Ad]  | Problem Aware | Iterations | Framework | Celebrity Ad | 4 | V1,Vitals,False,True,Jake Humphrey,Celeb,9667,106,8965,4,2025-10-28,2025-11-02,2025-11-10,8,30,Ageing,True,False,2303,3291,2417,954,2.99,Nov 2025
"Spencer Matthews Ambassador Oli Patrick | Triggered - stripped back | Vitals⁺ | Hi-fi | Video | 45s-1m | Split screen, Podcast | Funny, Educational | Personal problem - Busy lives, Ingredients, USP - convenience, Scepticism | Problem Unaware | Brightshift | Energy LP |  | Delivery #22.25",Vitals,False,True,Spencer Matthews,Celeb,10291,86,4774,5,2025-11-11,2025-11-12,2025-11-21,9,28,Ageing,True,False,2571,1448,198,496,1.59,Nov 2025
Image | Hambi | CM2 | DESIGN NET NEW: [C4]_[Vitals]_[We’re Sorry] | Problem Aware | Design | Framework | Angle Test | 4 | V2,Vitals,False,False,,Hambi,7382,61,5849,9,2025-12-29,2025-12-29,2026-01-11,13,21,Ageing,True,False,1683,1837,1565,703,1.95,Dec 2025
Carol Vorderman | hook - get asked what i take | Vitals + Magnesium⁺ + Sleep Mask | Lo-fi | Video | 45s-1m | Talking to camera | Personal story | Personal Problem/Benefit -  Sleep & energy | Solution Aware | Heights | Intro bundle LP | @carol_vorders | Delivery #20.25,Vitals,True,True,Carol Vorderman,Celeb,16819,72,4533,10,2025-10-17,2025-10-17,2025-11-04,18,32,Ageing,True,False,1018,1163,1094,868,1.51,Oct 2025
"Matt - Dan & Matt Bundle | Hook v2 | Vitals⁺ + Magnesium⁺ + Sleep Mask | Hi-fi | Video | Podcast, Discount | Funny | Problem/Benefit - Sleep, Problem/Benefit - Energy, Price Positioning | Ready to Buy | Brightshift | Intro Bundle LP 25.25",Vitals,True,False,,Brightshift,18817,53,12940,5,2025-12-23,2025-12-26,2025-12-31,5,22,Ageing,True,False,6143,3541,1477,1316,4.31,Dec 2025
"Compliant gut issues | Gut heavy - controlled by your gut | Biotic⁺ | Hi-fi | Video | 10-20s | Animation, Comparison | Funny | Personal Problem/Benefit - Gut health, Personal Problem/Benefit - Poo, Take control | Problem Aware | Heights | PDP |  | Delivery #18.25",Biotic,False,False,,Internal,2507,132,1725,7,2025-09-16,2025-09-18,2025-10-02,14,36,Ageing,False,False,105,830,307,485,1.73,Sep 2025
Video | Hambi | CM2 | UGC NET NEW: [C7]_[Vitals]_[Fatigued Dad Ai Timeline Transformation] - Editors only  | Solution Aware | UGC | Framework | Daily Energy/Fatigue - Dads | 4,Vitals,False,False,,Hambi,7078,107,4641,6,2025-11-28,2025-12-07,2025-12-20,13,25,Ageing,True,False,1305,1712,506,520,1.55,Dec 2025
"Rylan - Launch Assets | Groggy to grinning - Hook 1 - Short | Vitals⁺ | Hi-fi | Video | Podcast | Problem/Benefit - Energy, Busy lives | Problem Aware, Solution Aware | Brightshift | Energy LP 25.25",Vitals,False,True,Rylan,Celeb,7022,89,4569,11,2025-12-23,2025-12-26,2026-01-05,10,22,Ageing,True,False,1165,2766,437,199,1.52,Dec 2025
Ben Shephard Energy_Long Hook 3_Hi-fi_Video_Podcast_Vitals_Delivery #21,Vitals,False,True,Ben Shephard,Celeb,123044,61,44852,21,2024-12-27,2025-01-01,2025-01-04,3,73,Ageing,True,True,13264,14399,6330,8439,14.95,Jan 2025
"Sleep & energy bundle | Offer still live | Vitals + Magnesium⁺ + Sleep Mask | Lo-fi | Video | 1m-1m30s | Talking to camera, Discount | Funny | Personal Problem/Benefit -  Sleep & energy, Price positioning | Ready to buy | Heights | Intro Bundle LP |  | Delivery #21.25",Vitals,True,False,,Internal,16428,73,5892,6,2025-11-11,2025-11-12,2025-11-22,10,28,Ageing,True,False,858,2959,1231,593,1.96,Nov 2025
AMA | Bloating as body betrayal woman V2 | Biotic⁺ | Lo-fi | Static | GUTCONTROL | BLOAT | 25 - 40 W IBS | MOFU | Freelancer/Contractor | 5.26,Biotic,False,False,,Internal,1074,269,1074,2,2026-03-14,2026-03-14,2026-04-06,23,11,Ageing,False,False,74,326,420,254,1.07,Mar 2026
Image | HM | CM4 | DESIGN NET NEW: [C1]_[Sleep & Energy Bundle]_[Value Showcase] | Solution Aware | Design | Framework | Bundle/Offer | 1,Bundle,True,False,,Hambi,3386,89,3278,2,2026-02-06,2026-02-06,2026-02-16,10,16,Ageing,True,False,2020,1258,0,0,1.09,Feb 2026
"Spencer Matthews Ambassador Oli Patrick | Triggered - dynamic | Vitals⁺ | Hi-fi | Video | 45s-1m | Split screen, Podcast | Funny, Educational | Personal problem - Busy lives, Ingredients, USP - convenience, Scepticism | Problem Unaware | Brightshift | Energy LP |  | Delivery #22.25",Vitals,False,True,Spencer Matthews,Celeb,24164,76,5314,7,2025-11-11,2025-11-12,2025-12-03,21,28,Ageing,True,False,312,705,1881,1826,1.77,Nov 2025
Carol Vorderman | hook - prioritise health | Vitals + Magnesium⁺ + Sleep Mask | Lo-fi | Video | 45s-1m | Talking to camera | Personal story | Personal Problem/Benefit -  Sleep & energy | Solution Aware | Heights | Intro bundle LP | @carol_vorders | Delivery #20.25,Vitals,True,True,Carol Vorderman,Celeb,7918,76,4030,4,2025-10-17,2025-10-17,2025-11-05,19,32,Ageing,False,False,26,1074,2173,722,1.34,Oct 2025
"Social burnout | Overstimulated | Vitals⁺ | Static | Static |  | Product imagery | Supportive | Seasonal, Personal Problem/Benefit -  Sleep & energy | MOFU | Heights | Energy LP |  | Delivery #16.25",Vitals,False,False,,Internal,4718,71,4057,7,2025-08-18,2025-08-19,2025-08-26,7,40,Ageing,True,False,2479,1483,76,6,1.35,Aug 2025
Video | HM | CM4 | UGC NET NEW: [C7]_[Sleep & Energy Bundle]_[Green Screen Reaction] - Harriet  | Product Aware | UGC | Framework | Convenience | 5,Bundle,True,False,,Hambi,17852,99,11650,5,2026-02-06,2026-02-06,2026-02-14,8,16,Ageing,False,True,2547,2766,2060,3308,3.88,Feb 2026
"Cortisol and sleep stats with a New Year Spin  | Leave burnout in 2025 | Vitals⁺ | Static | Static | Product Imagery | Problem/Benefit - Sleep, Problem/Benefit - Cortisol, Science | Problem Aware, Solution Aware, Product Aware | Heights Internal | Energy LP 25.25",Vitals,False,False,,Internal,26576,80,17010,10,2025-12-26,2025-12-26,2026-01-01,6,22,Ageing,True,True,3470,4873,3307,4340,5.67,Dec 2025
Spencer nutritionist advice | Hook 2 Narrative 1 | Biotic⁺ | Hi-fi | Video | Podcast | Problem Unaware | PDP | Re-launch - Copy,Biotic,False,False,,Internal,1368,274,1356,2,2026-03-08,2026-03-08,2026-03-25,17,12,Ageing,False,False,639,214,157,235,1.36,Mar 2026
Image | Hambi | CM1 | @HEIGHTS: Iteration_[2/9]_[Vitals]_[Social Burnout] | Problem Aware | Iterations | Framework |  | 5 - V1,Vitals,False,False,,Hambi,5903,107,4607,6,2025-10-04,2025-10-04,2025-10-17,13,34,Ageing,True,False,940,2083,1049,534,1.54,Oct 2025
2603-047-04_pd:biotic_ps:weightloss_v:commentresponse_h:question_ac:brandhandle_ed:aimee_f:static_off:no_na_s:internal_ct:iteration_sp:b-06,Biotic,False,False,,Internal,1340,191,1340,3,2026-03-27,2026-03-28,2026-04-04,7,9,Prime,False,False,830,499,11,0,1.34,Mar 2026
"Intro bundle IG story | 2 weeks in | Vitals + Magnesium⁺ + Sleep Mask | Lo-fi | Static |  | Product imagery, Ugly ad, Discount |  | Personal Problem/Benefit -  Sleep & energy, Price positioning | BOFU | Heights | Intro Bundle LP |  | Delivery #15.25",Vitals,True,False,,Internal,102611,72,20633,4,2025-08-05,2025-08-05,2025-08-13,8,42,Ageing,True,True,1531,5889,6825,4993,6.88,Aug 2025
The foods you’ve stopped eating | Biotic⁺ | Hi-fi | Video | NORMAL | PERMFEAR | 40 - 65 W LONG TERM | MOFU | Freelancer/Contractor | 5.26,Biotic,False,False,,Internal,2920,225,2901,4,2026-03-13,2026-03-13,2026-03-17,4,11,Ageing,True,False,1739,1089,56,17,2.9,Mar 2026
Video | Hambi | CM5 | UGC NET NEW: [C2]_[Vitals]_[Listicles 3 Reasons] | Solution Aware | UGC | Framework | Celebrity Social Proof | 3 | v3,Vitals,False,False,,Hambi,3711,143,3685,2,2026-03-06,2026-03-06,2026-03-22,16,12,Ageing,True,False,975,1560,1146,4,1.23,Mar 2026
"Ambassador Spencer Matthews Ben Shephard Jake Humphrey | Fatherhood mashup Medium | Vitals⁺ | Hi-fi | Video | 30-45s | Compilation, Podcast, Broll, AI | Personal story, Supportive | Personal Problem/Benefit -  Energy, Personal problem - Busy lives, Personal problem - Parenting, Social proof | MOFU | Brightshift | Energy LP |  | Delivery #16.25",Vitals,False,True,Spencer Matthews,Celeb,8695,102,5220,10,2025-08-21,2025-08-21,2025-09-03,13,40,Ageing,False,False,363,2794,1545,355,1.74,Aug 2025
Organic Whitelisting |  | Vitals⁺ | Lo-fi | Video | 10-20s | UGC | Personal story | Routine | MOFU | Charlie Oscar | PDP | @caz_whittingham | Delivery #15.25,Vitals,False,False,,Influencer,4320,120,3857,2,2026-02-27,2026-02-27,2026-03-26,27,13,Ageing,False,False,116,124,1106,1894,1.29,Feb 2026
"Intro bundle design iteration | Ulimate sleep & energy bundle 2 | Vitals + Magnesium⁺ + Sleep Mask | Static | Static |  | Product imagery, Discount |  | Personal Problem/Benefit -  Sleep & energy | Ready to buy | Heights | Intro Bundle LP |  | Delivery #19.25",Vitals,True,False,,Internal,6329,70,3321,3,2025-09-30,2025-09-30,2025-10-26,26,34,Ageing,False,False,698,942,882,600,1.11,Sep 2025
Partnership _ Ben Shephard Energy_Long Hook 3_Hi-fi_Video_Podcast_Vitals_Delivery #21,Vitals,False,True,Ben Shephard,Celeb,9880,86,4409,4,2025-06-30,2025-07-01,2025-07-16,15,47,Ageing,False,False,1386,1357,1411,255,1.47,Jul 2025
Out for delivery | Light blue | Biotic⁺ | Static | Static | Product Imagery | Bacteria survivability | Solution Chaser | SC - One safe choice not 5 risky ones | Solution aware | Heights Internal | A/B test | 3.26,Biotic,False,False,,Internal,1709,142,1709,2,2026-02-17,2026-02-18,2026-02-23,5,14,Ageing,False,False,1216,492,0,0,1.71,Feb 2026
"Organic Whitelisting |  | Vitals⁺ + Biotic⁺, Hydrate⁺ - Starter Pack | Lo-fi | Video | 10-20s | UGC | Personal story | Customer story | MOFU | Charlie Oscar | PDP | @laurauns | Delivery #15.25",Vitals,True,False,,Influencer,3108,111,3108,1,2026-02-27,2026-02-27,2026-03-08,9,13,Ageing,False,False,1954,1154,0,0,1.04,Feb 2026
Organic Whitelisting |  | Vitals⁺ | Lo-fi | Static | n/a | UGC | Personal story | Transformation - Feel like your best self | MOFU | Charlie Oscar | PDP | @abigail_l1ndsay | Delivery #15.25,Vitals,False,False,,Influencer,5187,137,5114,2,2026-02-27,2026-02-27,2026-03-07,8,13,Ageing,False,False,2471,2478,0,118,1.7,Feb 2026
"Organic Whitelisting |  | Vitals⁺ + Biotic⁺, Hydrate⁺ - Starter Pack | Lo-fi | Video | 10-20s | UGC | Personal story | Transformation - Feel like your best self | MOFU | Charlie Oscar | PDP | @lesliesneddon | Delivery #15.25",Vitals,True,False,,Influencer,5429,106,5258,2,2026-02-23,2026-02-23,2026-03-08,13,13,Ageing,False,False,1242,1758,2164,16,1.75,Feb 2026
"Someone accidentally set this live |  | Ultimate Health Trio | Lo-fi | Video | 30-45s | Talking to camera, Discount |  | Price positioning | BOFU | Heights | Ultimate Trio LP | @hayleysarrattdotcom | Delivery #9.25",Bundle,True,False,,Internal,37234,84,5156,2,2025-05-13,2025-05-13,2025-06-05,23,54,Ageing,False,False,245,1185,1099,2042,1.72,May 2025
